ILI,ILCESI,MAHALLESI,DAIRE_YASAL_M2,KAT_NO,BINA_YASI,KAT_ADEDI,İNŞAAT_SEVİYESİ,ASANSÖR,DAIRE_SALON,DAIRE_MUTFAK,DAIRE_ODA,DAIRE_BANYO,ADRES,DOLAR,TÜFE_KONUT,TÜFE_KİRA,TÜFE_KONUTBAKIM,TÜFE_KONUTLAİLGİLİ,TÜFE,ÜFE,KONUT_FAİZ,CAM,KİL,ÇİMENTO,METAL,KFE,KFB,cinema,clinic,dentist,ferry_terminal,fire_station,library,pharmacy,playground,police,school,stadium,station,forest,hospital,park,parking,residential
0,0,1,74.0,2,7,5,100,1,1,1.0,2,1,1,14.7624,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,1,103.0,3,8,9,100,1,1,1.0,3,2,1,14.6697,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,1,72.0,5,5,8,100,1,1,1.0,2,1,1,14.6252,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,1,80.0,1,1,7,78,1,1,1.0,2,1,1,14.6424,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,1,68.0,1,11,5,100,1,1,1.0,2,1,1,14.6605,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,1,127.0,8,23,11,100,1,1,1.0,3,1,1,15.4378,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1236.225960771961,4480.326023830799,3264614.226543297
0,0,14,83.0,2,16,5,100,0,1,1.0,2,1,14,5.976,495.65,535.78,465.16,375.11,448.02,464.64,11.425,379.46,504.23,398.69,662.86,109.8,5134.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,109.0,3,17,6,100,0,1,1.0,3,1,14,6.5864,496.96,538.69,467.08,374.64,450.58,468.69,11.4025,382.86,499.48,395.87,674.77,111.2,5223.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,99.0,2,18,7,100,0,1,1.0,3,1,14,7.0121,497.06,543.35,471.91,366.55,460.62,482.02,11.234,396.6,508.0,392.97,707.6,117.6,5417.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,80.0,4,9,11,100,1,1,1.0,2,1,14,6.7573,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,130.0,3,9,7,100,0,2,1.0,4,2,14,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,74.0,4,6,11,100,1,1,1.0,2,1,14,6.8452,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,85.0,1,15,6,100,1,1,1.0,2,1,14,6.8417,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,100.0,3,9,6,100,0,1,1.0,3,2,14,6.8524,505.21,551.94,481.76,382.14,468.56,490.33,9.114,408.81,517.12,402.47,714.38,122.4,5602.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,72.0,1,13,7,100,1,1,1.0,2,1,14,6.9372,510.03,556.85,490.32,392.4,472.61,501.85,11.085,409.77,527.9,409.78,744.9,125.1,5758.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,91.0,3,12,7,100,1,1,1.0,2,1,14,7.4952,550.29,580.19,566.53,430.42,513.3,583.38,18.388,452.18,546.29,520.48,852.11,137.2,6261.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,65.0,1,4,7,100,0,1,1.0,2,1,14,8.3281,567.03,596.17,630.41,436.71,537.05,666.79,17.835,479.33,595.91,586.79,960.37,149.3,6674.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,65.0,2,4,7,100,0,1,1.0,2,1,14,8.3281,567.03,596.17,630.41,436.71,537.05,666.79,17.835,479.33,595.91,586.79,960.37,149.3,6674.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,131.0,3,15,6,100,0,1,1.0,4,1,14,8.6205,608.49,613.76,716.74,445.45,563.6,730.28,17.8625,516.23,654.73,662.46,995.37,163.5,7270.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,79.0,2,6,6,100,1,1,1.0,2,1,14,9.657,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,72.0,6,4,10,100,1,1,1.0,2,1,14,12.1556,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,97.0,2,16,5,100,0,1,1.0,3,1,14,12.6595,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,105.0,3,17,6,100,0,1,1.0,3,1,14,11.8302,686.8,643.07,990.06,482.14,686.95,1022.25,17.308,694.25,873.35,856.84,1424.78,220.6,10094.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,89.5,0,9,7,100,0,1,1.0,3,1,14,13.5322,828.85,675.49,1161.97,555.02,799.93,1210.6,17.7975,951.31,1115.71,1161.78,1609.27,289.6,13835.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,206.0,3,14,8,100,0,1,1.0,6,1,14,14.816,844.12,686.71,1216.25,572.69,843.64,1321.9,17.9675,1020.15,1237.32,1415.13,1785.89,318.0,15325.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,88.0,1,12,5,100,0,1,1.0,2,1,14,14.6424,906.81,699.54,1282.31,654.16,904.79,1423.27,18.238,1132.98,1504.47,1645.55,1872.0,351.7,17266.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,105.0,1,15,5,100,0,1,1.0,3,2,14,15.5639,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,105.0,1,14,6,100,0,1,1.0,3,1,14,16.267,927.17,715.5,1320.39,696.54,931.76,1548.01,18.42,1209.48,1661.11,1748.87,1956.13,396.6,19605.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8554.885680465843,0.0,2705760.3368914234
0,0,14,82.0,0,5,3,100,0,1,1.0,2,1,14,5.9783,495.65,535.78,465.16,375.11,448.02,464.64,11.425,379.46,504.23,398.69,662.86,109.8,5134.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,69.0,1,6,7,100,1,2,1.0,1,1,14,6.0581,495.65,535.78,465.16,375.11,448.02,464.64,11.425,379.46,504.23,398.69,662.86,109.8,5134.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,67.0,1,4,7,100,1,1,1.0,1,1,14,6.7827,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,83.0,2,6,6,100,1,1,1.0,2,1,14,6.8142,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,70.0,1,5,7,100,1,1,1.0,2,1,14,6.845,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,63.0,4,5,7,100,1,1,1.0,2,1,14,6.8452,500.54,546.49,476.69,372.95,465.84,485.37,9.3025,398.9,512.75,395.83,710.95,120.8,5529.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,76.0,1,12,4,100,0,1,1.0,2,1,14,6.8428,505.21,551.94,481.76,382.14,468.56,490.33,9.114,408.81,517.12,402.47,714.38,122.4,5602.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,76.0,4,3,7,100,1,1,1.0,2,1,14,7.8203,534.18,573.13,556.66,401.69,504.81,568.27,18.1925,433.61,534.27,491.9,852.53,135.2,6481.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,68.0,1,6,7,100,1,1,1.0,2,1,14,7.267,557.45,588.44,589.09,433.88,523.53,614.93,17.735,461.74,563.6,561.1,874.39,143.2,6440.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,82.0,2,12,4,100,0,1,1.0,2,1,14,8.3258,557.45,588.44,589.09,433.88,523.53,614.93,17.735,461.74,563.6,561.1,874.39,143.2,6440.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,72.0,4,0,6,100,1,1,1.0,2,1,14,8.4323,567.03,596.17,630.41,436.71,537.05,666.79,17.835,479.33,595.91,586.79,960.37,149.3,6674.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,65.0,2,6,13,100,1,1,1.0,2,1,14,8.6201,573.7,600.78,669.06,438.31,547.48,693.54,17.9,492.9,609.89,611.73,988.09,152.7,6799.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,69.0,2,17,5,100,0,1,1.0,2,1,14,8.575,573.7,600.78,669.06,438.31,547.48,693.54,17.9,492.9,609.89,611.73,988.09,152.7,6799.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,106.0,1,17,8,100,1,1,1.0,3,2,14,8.4044,622.72,621.66,735.41,468.55,570.66,741.58,17.895,518.47,668.8,670.96,1014.76,170.1,7523.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,74.0,1,7,7,100,1,1,1.0,2,1,14,8.8355,622.72,621.66,735.41,468.55,570.66,741.58,17.895,518.47,668.8,670.96,1014.76,170.1,7523.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,72.0,6,5,9,100,1,1,1.0,2,1,14,8.8444,636.97,628.6,762.78,470.66,584.32,780.45,17.82,568.5,710.0,666.02,1073.49,182.4,8169.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,160.0,5,6,7,100,1,2,2.0,4,2,14,9.5287,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,93.0,1,17,6,100,0,1,1.0,2,1,14,11.0266,656.84,636.01,832.49,474.74,604.84,858.43,17.0975,652.21,763.87,707.51,1190.85,201.6,9154.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,89.0,1,16,5,100,0,1,1.0,3,1,14,15.2118,686.8,643.07,990.06,482.14,686.95,1022.25,17.308,694.25,873.35,856.84,1424.78,220.6,10094.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,73.0,3,7,7,100,1,1,1.0,2,1,14,11.4508,686.8,643.07,990.06,482.14,686.95,1022.25,17.308,694.25,873.35,856.84,1424.78,220.6,10094.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,105.0,2,13,6,100,0,1,1.0,3,1,14,11.39,686.8,643.07,990.06,482.14,686.95,1022.25,17.308,694.25,873.35,856.84,1424.78,220.6,10094.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
0,0,14,110.0,0,18,6,100,0,1,1.0,3,1,14,13.6035,828.85,675.49,1161.97,555.02,799.93,1210.6,17.7975,951.31,1115.71,1161.78,1609.27,289.6,13835.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33223.26771758334,1251.3222825452683,2516505.064038784
